,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2017-03-19-north-carolina,34.6,9,8.7,4,96.0,57.9,22,0.5,60,0.433,26,0.133,8,0.625,5,10,200,86.7,25.0,8,20,65,8,13.3,10,0.35,21,0.381,8,42.9,30,0.509,22.1,18,39,0.462,18,0.722,26,"March 19, 2017",62.5,15,10.3,4,86.7,75.0,24,0.421,63,0.381,24,0.397,25,0.76,19,7,200,96.0,42.1,16,10,72,1,17.3,13,0.27,17,0.294,5,57.1,40,0.481,18.7,17,46,0.413,19,0.806,29,"Bon Secours Wellness Arena, Greenville, South Carolina",ARKANSAS,Arkansas,74.8,Home,NORTH-CAROLINA,UNC
2017-03-24-north-carolina,48.1,13,3.0,1,126.0,65.4,17,0.5,62,0.435,27,0.339,21,0.857,18,9,200,109.6,22.9,8,23,80,4,6.8,5,0.452,28,0.286,8,41.0,25,0.556,11.2,9,34,0.559,19,0.735,25,"March 24, 2017",71.0,22,2.9,1,109.6,77.1,27,0.623,57,0.544,31,0.579,33,0.636,21,7,200,126.0,34.6,9,21,92,1,9.6,7,0.421,24,0.375,9,59.0,36,0.633,12.3,10,33,0.667,22,0.811,30,"FedExForum, Memphis, Tennessee",BUTLER,Butler,73.3,Home,NORTH-CAROLINA,UNC
2017-03-26-north-carolina,59.3,16,4.7,2,100.0,71.9,23,0.469,65,0.415,27,0.292,19,0.632,12,6,200,97.3,25.6,10,19,73,2,9.3,7,0.292,19,0.368,7,46.5,33,0.493,10.9,9,46,0.435,20,0.842,32,"March 26, 2017",63.0,17,19.6,9,97.3,74.4,29,0.491,58,0.466,27,0.448,26,0.692,18,7,200,100.0,28.1,9,18,75,1,9.3,7,0.259,15,0.2,3,53.5,38,0.533,17.8,15,43,0.558,24,0.816,31,"FedExForum, Memphis, Tennessee",KENTUCKY,Kentucky,74.7,Home,NORTH-CAROLINA,UNC
2017-04-01-north-carolina,31.8,7,14.9,7,101.3,66.0,31,0.44,58,0.379,22,0.483,28,0.893,25,6,200,100.0,29.7,11,20,76,3,6.6,5,0.448,26,0.269,7,50.0,42,0.533,18.5,16,32,0.469,15,0.846,33,"April 1, 2017",64.0,16,9.4,3,100.0,70.3,26,0.426,68,0.368,25,0.397,27,0.704,19,7,200,101.3,34.0,16,22,77,1,9.2,7,0.309,21,0.381,8,50.0,42,0.476,12.1,11,47,0.362,17,0.821,32,"University of Phoenix Stadium, Glendale, Arizona",OREGON,Oregon,76.1,Home,NORTH-CAROLINA,UNC
2017-04-03-north-carolina,55.0,11,10.9,5,94.7,70.0,35,0.407,59,0.339,20,0.441,26,0.654,17,2,200,86.7,22.5,9,22,65,1,2.7,2,0.322,19,0.421,8,48.9,44,0.456,16.6,14,40,0.3,12,0.949,37,"April 3, 2017",57.7,15,20.0,8,86.7,77.5,31,0.384,73,0.356,26,0.356,26,0.577,15,7,200,94.7,30.0,15,22,71,1,9.3,7,0.37,27,0.148,4,51.1,46,0.416,4.5,4,46,0.478,22,0.825,33,"University of Phoenix Stadium, Glendale, Arizona",GONZAGA,Gonzaga,75.4,Home,NORTH-CAROLINA,UNC
2016-03-18-villanova,52.4,11,6.9,2,128.4,75.0,18,0.412,57,0.368,21,0.228,13,0.692,9,12,200,83.6,24.2,8,12,56,15,7.5,5,0.298,17,0.294,5,45.6,26,0.443,17.2,13,40,0.4,16,0.647,22,"March 18, 2016",63.6,21,12.5,5,83.6,75.8,25,0.693,57,0.579,33,0.193,11,0.636,7,5,200,128.4,25.0,6,10,86,2,11.9,8,0.491,28,0.464,13,54.4,31,0.691,13.9,10,29,0.69,20,0.857,30,"Barclays Center, Brooklyn, New York",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,67.2,Home,VILLANOVA,Villanova
2016-03-20-villanova,51.9,14,8.6,3,124.3,78.3,18,0.508,60,0.45,27,0.217,13,0.538,7,11,200,97.1,25.8,8,19,68,7,8.6,6,0.4,24,0.292,7,48.1,26,0.514,16.5,13,36,0.556,20,0.667,22,"March 20, 2016",71.9,23,11.1,4,97.1,74.2,23,0.685,54,0.593,32,0.315,17,0.765,13,5,200,124.3,21.7,5,16,87,2,12.9,9,0.352,19,0.526,10,51.9,28,0.701,16.3,12,35,0.629,22,0.861,31,"Barclays Center, Brooklyn, New York",IOWA,Iowa,70.1,Home,VILLANOVA,Villanova
2016-03-24-villanova,48.0,12,2.8,1,155.9,52.9,9,0.638,47,0.532,25,0.277,13,0.692,9,8,200,116.9,28.0,7,19,69,3,10.2,6,0.362,17,0.588,10,38.1,16,0.649,18.5,12,30,0.5,15,0.771,27,"March 24, 2016",53.1,17,3.3,1,116.9,72.0,18,0.725,51,0.627,32,0.373,19,0.947,18,5,200,155.9,47.1,8,16,92,2,13.6,8,0.294,15,0.667,10,61.9,26,0.766,10.5,7,36,0.611,22,0.865,32,"KFC Yum! Center, Louisville, Kentucky",MIAMI-FL,Miami (FL),58.6,Home,VILLANOVA,Villanova
2016-03-26-kansas,33.3,7,7.1,2,89.4,81.5,22,0.442,52,0.404,21,0.365,19,0.947,18,5,200,97.0,17.2,5,16,64,2,16.7,11,0.346,18,0.222,4,48.2,27,0.524,13.0,9,34,0.5,17,0.868,33,"March 26, 2016",47.8,11,5.9,2,97.0,82.8,24,0.52,50,0.46,23,0.22,11,0.636,7,5,200,89.4,18.5,5,19,59,1,7.6,5,0.44,22,0.273,6,51.8,29,0.534,22.6,16,28,0.607,17,0.868,33,"KFC Yum! Center, Louisville, Kentucky",KANSAS,Kansas,65.6,Away,VILLANOVA,Villanova
2016-04-02-oklahoma,40.0,14,9.1,3,79.7,61.0,25,0.827,49,0.714,35,0.388,19,0.737,14,5,200,148.4,41.2,7,11,95,2,18.8,12,0.367,18,0.611,11,55.2,32,0.819,16.1,11,31,0.774,24,0.872,34,"April 2, 2016",42.1,8,6.5,2,148.4,58.8,10,0.367,60,0.317,19,0.183,11,0.636,7,8,200,79.7,39.0,16,20,51,2,9.4,6,0.45,27,0.222,6,44.8,26,0.391,20.8,17,33,0.394,13,0.784,29,National - National Semifinal,OKLAHOMA,Oklahoma,64.1,Away,VILLANOVA,Villanova
2016-04-04-north-carolina,21.4,6,10.9,5,113.8,60.0,21,0.667,48,0.583,28,0.354,17,0.765,13,5,200,118.5,9.5,2,16,77,2,7.7,5,0.292,14,0.571,8,41.1,23,0.687,15.3,10,34,0.588,20,0.875,35,"April 4, 2016",59.3,16,8.8,3,118.5,90.5,19,0.516,63,0.429,27,0.206,13,0.692,9,7,200,113.8,40.0,14,20,74,1,7.7,5,0.27,17,0.647,11,58.9,33,0.535,13.8,11,46,0.348,16,0.825,33,National - National Final,NORTH-CAROLINA,UNC,65.1,Away,VILLANOVA,Villanova
2018-03-15-18-villanova,50.0,10,12.0,3,131.8,72.7,16,0.407,59,0.339,20,0.271,16,0.813,13,13,200,92.4,35.9,14,17,61,16,9.1,6,0.407,24,0.333,8,49.2,30,0.458,16.4,13,35,0.343,12,0.639,23,"March 15, 2018",64.5,20,14.3,5,92.4,64.1,25,0.731,52,0.596,31,0.269,14,0.786,11,4,200,131.8,27.3,6,16,87,1,10.6,7,0.519,27,0.519,14,50.8,31,0.742,18.3,13,25,0.68,17,0.886,31,"CONSOL Energy Center, Pittsburgh, Pennsylvania",RADFORD,Radford,65.6,Home,VILLANOVA,Villanova
2018-03-17-12-villanova,65.0,13,13.6,3,122.7,65.7,23,0.458,48,0.417,20,0.479,23,0.609,14,16,200,87.9,27.6,8,13,58,9,10.6,7,0.333,16,0.25,4,48.4,31,0.492,20.5,15,32,0.5,16,0.556,20,"March 17, 2018",72.0,18,15.6,5,87.9,72.4,21,0.532,63,0.397,25,0.254,16,0.875,14,4,200,122.7,34.3,12,21,81,1,9.1,6,0.651,41,0.415,17,51.6,33,0.574,10.3,8,22,0.364,8,0.889,32,"CONSOL Energy Center, Pittsburgh, Pennsylvania",ALABAMA,Alabama,66.3,Home,VILLANOVA,Villanova
2018-03-23-19-villanova,44.4,12,16.7,5,115.4,82.1,23,0.436,70,0.386,27,0.329,23,0.739,17,11,200,100.0,32.5,13,28,78,5,12.8,10,0.4,28,0.25,7,52.9,36,0.482,13.0,12,42,0.476,20,0.703,26,"March 23, 2018",59.3,16,11.9,5,100.0,67.5,27,0.62,54,0.5,27,0.5,27,0.852,23,4,200,115.4,17.9,5,20,90,1,6.4,5,0.444,24,0.542,13,47.1,32,0.673,18.5,15,30,0.467,14,0.892,33,"TD Garden, Boston, Massachusetts",WEST-VIRGINIA,West Virginia,78.4,Home,VILLANOVA,Villanova
2018-03-25-14-villanova,35.0,7,3.0,1,104.4,53.7,22,0.375,60,0.333,20,0.3,18,0.778,14,10,200,86.8,16.2,6,23,59,3,5.9,4,0.333,20,0.25,5,35.9,28,0.43,11.7,9,40,0.375,15,0.73,27,"March 25, 2018",36.8,7,10.0,4,86.8,83.8,31,0.368,57,0.333,19,0.614,35,0.829,29,4,200,104.4,46.3,19,17,71,1,8.8,6,0.421,24,0.167,4,64.1,50,0.482,12.1,10,33,0.455,15,0.895,34,"TD Garden, Boston, Massachusetts",TEXAS-TECH,Texas Tech,68.1,Home,VILLANOVA,Villanova
2018-03-31-20-kansas,55.6,20,12.2,5,111.3,78.8,26,0.692,65,0.554,36,0.108,7,0.714,5,4,200,133.8,23.3,7,14,95,1,4.2,3,0.615,40,0.45,18,52.4,33,0.695,11.7,9,25,0.72,18,0.897,35,"March 31, 2018",28.6,8,4.0,1,133.8,76.7,23,0.508,62,0.452,28,0.323,20,0.8,16,8,200,111.3,21.2,7,12,79,1,7.0,5,0.339,21,0.333,7,47.6,30,0.552,10.2,8,41,0.512,21,0.795,31,"Alamodome, San Antonio, Texas",KANSAS,Kansas,71.4,Away,VILLANOVA,Villanova
2018-04-02-21-villanova,25.0,6,3.3,1,116.2,63.6,21,0.464,55,0.436,24,0.327,18,0.611,11,8,200,91.2,16.1,5,20,62,3,8.8,6,0.418,23,0.13,3,40.6,26,0.488,13.7,10,32,0.656,21,0.805,33,"April 2, 2018",25.9,7,9.4,3,91.2,83.9,26,0.561,57,0.474,27,0.351,20,0.75,15,4,200,116.2,36.4,12,18,79,1,7.4,5,0.474,27,0.37,10,59.4,38,0.594,15.4,12,30,0.567,17,0.9,36,"Alamodome, San Antonio, Texas",MICHIGAN,Michigan,67.5,Home,VILLANOVA,Villanova
2015-03-20-california-irvine,39.1,9,5.3,2,94.8,62.5,15,0.464,55,0.418,23,0.109,6,1.0,6,8,200,98.3,33.3,9,11,57,4,6.9,4,0.273,15,0.333,5,47.1,24,0.493,13.5,9,40,0.45,18,0.758,25,"March 20, 2015",41.7,10,5.0,2,98.3,66.7,18,0.51,52,0.462,24,0.038,2,1.0,2,13,200,94.8,37.5,9,10,55,13,8.6,5,0.269,14,0.357,5,52.9,27,0.519,20.9,14,38,0.5,19,0.618,21,"KeyArena, Seattle, Washington",CALIFORNIA-IRVINE,UC-Irvine,57.9,Away,LOUISVILLE,Louisville
2015-03-22-louisville,50.0,9,2.7,1,117.9,68.0,17,0.457,46,0.391,18,0.283,13,0.846,11,4,200,94.6,25.9,7,20,53,5,3.6,2,0.413,19,0.316,6,46.2,24,0.508,16.2,10,27,0.444,12,0.886,31,"March 22, 2015",50.0,11,14.8,4,94.6,74.1,20,0.51,48,0.458,22,0.438,21,0.81,17,8,200,117.9,32.0,8,16,66,4,3.6,2,0.229,11,0.455,5,53.8,28,0.569,10.9,7,37,0.459,17,0.765,26,"KeyArena, Seattle, Washington",NORTHERN-IOWA,Northern Iowa,56.1,Home,LOUISVILLE,Louisville
2015-03-27-louisville,43.5,10,7.1,3,115.4,78.6,22,0.458,60,0.383,23,0.233,14,0.714,10,14,200,100.0,25.0,9,19,65,8,4.6,3,0.333,20,0.45,9,48.4,31,0.488,9.6,7,40,0.35,14,0.611,22,"March 27, 2015",55.6,15,10.0,4,100.0,75.0,27,0.528,54,0.5,27,0.5,27,0.667,18,8,200,115.4,21.4,6,13,75,4,7.7,5,0.222,12,0.25,3,51.6,33,0.561,7.1,5,42,0.571,24,0.771,27,"Carrier Dome, Syracuse, New York",NORTH-CAROLINA-STATE,NC State,65.2,Home,LOUISVILLE,Louisville
2015-03-29-louisville,76.9,20,13.2,7,94.6,70.0,28,0.508,60,0.433,26,0.333,20,0.75,15,11,225,102.7,22.6,7,22,76,7,6.8,5,0.383,23,0.391,9,49.3,35,0.547,12.7,10,37,0.459,17,0.711,27,"March 29, 2015",43.5,10,16.2,6,102.7,77.4,24,0.391,64,0.359,23,0.453,29,0.69,20,9,225,94.6,30.0,12,16,70,4,8.1,6,0.172,11,0.364,4,50.7,36,0.45,10.5,9,53,0.358,19,0.75,27,"Carrier Dome, Syracuse, New York",LOUISVILLE,Louisville,65.5,Away,MICHIGAN-STATE,Michigan State
2015-03-19-northeastern,70.4,19,9.1,4,104.8,53.8,14,0.596,47,0.574,27,0.383,18,0.722,13,5,200,111.3,10.0,2,13,69,3,14.5,9,0.128,6,0.333,2,34.8,16,0.621,11.3,7,41,0.61,25,0.857,30,"March 19, 2015",55.6,15,0.0,0,111.3,90.0,18,0.518,55,0.491,27,0.182,10,0.8,8,12,200,104.8,46.2,12,12,65,14,3.2,2,0.2,11,0.273,3,65.2,30,0.544,21.2,16,44,0.545,24,0.657,23,"CONSOL Energy Center, Pittsburgh, Pennsylvania",NORTHEASTERN,Northeastern,62.2,Away,NOTRE-DAME,Notre Dame
2015-03-21-butler,40.9,9,16.0,8,92.8,74.4,29,0.49,51,0.431,22,0.431,22,0.773,17,5,225,97.1,25.0,7,16,67,3,5.8,4,0.392,20,0.3,6,53.7,36,0.545,17.6,13,31,0.516,16,0.861,31,"March 21, 2015",38.1,8,16.1,5,97.1,75.0,21,0.365,63,0.333,21,0.333,21,0.857,18,11,225,92.8,25.6,10,15,64,6,11.6,8,0.206,13,0.308,4,46.3,31,0.439,8.8,7,50,0.34,17,0.676,23,"CONSOL Energy Center, Pittsburgh, Pennsylvania",BUTLER,Butler,61.1,Away,NOTRE-DAME,Notre Dame
2015-03-26-notre-dame,34.6,9,8.6,3,120.9,77.8,21,0.423,65,0.4,26,0.292,19,0.789,15,5,200,104.5,33.3,12,16,70,7,9.0,6,0.277,18,0.167,3,52.4,33,0.473,8.7,7,47,0.489,23,0.857,30,"March 26, 2015",60.0,18,8.5,4,104.5,66.7,24,0.639,54,0.556,30,0.278,15,0.8,12,5,200,120.9,22.2,6,14,81,3,6.0,4,0.352,19,0.474,9,47.6,30,0.663,14.2,10,35,0.6,21,0.865,32,"Quicken Loans Arena, Cleveland, Ohio",WICHITA-STATE,Wichita State,67.1,Home,NOTRE-DAME,Notre Dame
2015-03-28-kentucky,61.5,16,2.6,1,117.2,62.5,15,0.5,56,0.464,26,0.232,13,0.769,10,6,200,113.8,34.5,10,14,66,3,8.6,5,0.25,14,0.286,4,47.2,25,0.531,8.9,6,42,0.524,22,0.842,32,"March 28, 2015",32.0,8,21.4,9,113.8,65.5,19,0.574,47,0.532,25,0.426,20,0.7,14,0,200,117.2,37.5,9,12,68,1,6.9,4,0.17,8,0.5,4,52.8,28,0.602,15.2,10,39,0.538,21,1.0,38,"Quicken Loans Arena, Cleveland, Ohio",NOTRE-DAME,Notre Dame,57.8,Home,KENTUCKY,Kentucky
2016-03-18-notre-dame,72.0,18,3.6,1,112.9,73.7,14,0.476,63,0.397,25,0.079,5,0.6,3,13,200,101.6,22.9,8,14,63,11,16.1,10,0.429,27,0.37,10,40.7,22,0.482,8.4,6,36,0.417,15,0.639,23,"March 18, 2016",48.0,12,22.2,8,101.6,77.1,27,0.674,43,0.581,25,0.349,15,0.8,12,11,200,112.9,26.3,5,9,70,6,4.8,3,0.349,15,0.533,8,59.3,32,0.698,23.2,15,28,0.607,17,0.667,22,"Barclays Center, Brooklyn, New York",MICHIGAN,Michigan,61.8,Home,NOTRE-DAME,Notre Dame
2016-03-20-notre-dame,65.5,19,14.7,5,124.6,54.2,13,0.516,64,0.453,29,0.141,9,1.0,9,6,200,123.0,37.5,12,15,75,14,8.2,5,0.422,27,0.296,8,44.6,25,0.549,6.9,5,37,0.568,21,0.824,28,"March 20, 2016",51.7,15,5.4,2,123.0,62.5,20,0.627,51,0.569,29,0.314,16,0.75,12,11,200,124.6,45.8,11,12,76,6,3.3,2,0.333,17,0.353,6,55.4,31,0.648,18.3,13,34,0.676,23,0.676,23,"Barclays Center, Brooklyn, New York",STEPHEN-F-AUSTIN,Stephen F. Austin,60.9,Home,NOTRE-DAME,Notre Dame
2016-03-25-notre-dame,47.8,11,9.5,4,96.8,69.7,23,0.456,57,0.404,23,0.105,6,0.667,4,13,200,88.9,38.7,12,15,56,7,12.7,8,0.351,20,0.3,6,54.7,35,0.468,22.2,17,37,0.459,17,0.629,22,"March 25, 2016",59.1,13,16.2,6,88.9,61.3,19,0.436,55,0.4,22,0.255,14,0.929,13,11,200,96.8,30.3,10,9,61,6,15.9,10,0.236,13,0.308,4,45.3,29,0.495,14.1,10,42,0.429,18,0.686,24,East - Regional Semifinal,WISCONSIN,Wisconsin,63.3,Home,NOTRE-DAME,Notre Dame
2016-03-27-north-carolina,33.3,9,2.6,1,154.4,42.9,9,0.643,49,0.551,27,0.286,14,0.786,11,12,200,129.8,20.8,5,18,74,6,5.3,3,0.367,18,0.5,9,31.1,14,0.665,9.8,6,31,0.581,18,0.667,24,"March 27, 2016",53.1,17,3.2,1,129.8,79.2,19,0.654,52,0.615,32,0.462,24,0.833,20,6,200,154.4,57.1,12,17,88,1,7.0,4,0.25,13,0.308,4,68.9,31,0.694,8.8,6,39,0.718,28,0.842,32,East - Regional Final,NOTRE-DAME,Notre Dame,57.0,Home,NORTH-CAROLINA,UNC
2016-03-17-virginia,23.5,4,0.0,0,132.8,79.2,19,0.33,56,0.304,17,0.179,10,0.8,8,11,200,73.8,21.2,7,11,45,16,1.6,1,0.339,19,0.158,3,45.6,26,0.37,10.4,7,37,0.378,14,0.656,21,"March 17, 2016",62.5,20,18.9,7,73.8,78.8,26,0.655,58,0.552,32,0.138,8,0.625,5,7,200,132.8,20.8,5,14,81,1,6.6,4,0.431,25,0.48,12,54.4,31,0.655,7.5,5,33,0.606,20,0.794,27,"PNC Arena, Raleigh, North Carolina",HAMPTON,Hampton,61.3,Home,VIRGINIA,Virginia
2016-03-19-virginia,36.0,9,2.4,1,120.3,77.3,17,0.528,54,0.463,25,0.315,17,0.706,12,11,200,107.8,13.8,4,17,69,9,10.9,7,0.278,15,0.467,7,41.2,21,0.556,6.1,4,39,0.462,18,0.667,22,"March 19, 2016",37.9,11,5.1,2,107.8,86.2,25,0.577,52,0.558,29,0.404,21,0.81,17,7,200,120.3,22.7,5,13,77,1,4.7,3,0.192,10,0.2,2,58.8,30,0.621,12.8,9,42,0.643,27,0.8,28,"PNC Arena, Raleigh, North Carolina",BUTLER,Butler,64.0,Home,VIRGINIA,Virginia
2016-03-25-virginia,59.3,16,4.3,2,120.0,78.6,22,0.587,52,0.519,27,0.288,15,0.667,10,12,200,101.4,4.0,1,19,71,4,8.6,6,0.346,18,0.389,7,43.4,23,0.6,15.8,11,34,0.588,20,0.657,23,"March 25, 2016",81.3,26,14.7,5,101.4,96.0,24,0.596,57,0.561,32,0.421,24,0.667,16,7,200,120.0,21.4,6,13,84,1,11.4,8,0.193,11,0.364,4,56.6,30,0.614,10.6,8,46,0.609,28,0.806,29,"United Center, Chicago, Illinois",IOWA-STATE,Iowa State,69.8,Home,VIRGINIA,Virginia
2016-03-27-virginia,47.6,10,21.9,7,95.4,81.5,22,0.421,57,0.368,21,0.439,25,0.8,20,13,200,104.6,32.4,12,15,68,10,16.9,11,0.316,18,0.333,6,53.1,34,0.494,9.3,7,39,0.385,15,0.639,23,"March 27, 2016",95.5,21,20.5,8,104.6,67.6,25,0.491,53,0.415,22,0.226,12,0.833,10,8,200,95.4,18.5,5,16,62,1,4.6,3,0.396,21,0.381,8,46.9,30,0.528,18.2,13,32,0.438,14,0.784,29,"United Center, Chicago, Illinois",VIRGINIA,Virginia,65.3,Away,SYRACUSE,Syracuse
2018-03-15-14-duke,61.5,16,5.4,2,129.0,59.4,19,0.475,60,0.433,26,0.233,14,0.714,10,14,200,97.1,25.0,8,16,67,15,7.2,5,0.4,24,0.208,5,42.2,27,0.503,13.1,10,36,0.583,21,0.588,20,"March 15, 2018",66.7,24,5.6,2,97.1,75.0,24,0.634,67,0.537,36,0.119,8,0.5,4,7,200,129.0,40.6,13,12,89,2,7.2,5,0.448,30,0.433,13,57.8,37,0.629,14.5,12,37,0.622,23,0.794,27,"CONSOL Energy Center, Pittsburgh, Pennsylvania",IONA,Iona,69.2,Home,DUKE,Duke
2018-03-17-14-duke,60.0,15,6.7,2,127.9,64.0,16,0.452,63,0.397,25,0.206,13,0.385,5,8,200,91.2,30.8,12,19,62,7,7.4,5,0.302,19,0.368,7,43.8,28,0.448,14.9,12,44,0.409,18,0.765,26,"March 17, 2018",69.0,20,2.3,1,91.2,69.2,27,0.667,51,0.569,29,0.471,24,0.792,19,7,200,127.9,36.0,9,15,87,2,7.4,5,0.412,21,0.476,10,56.3,36,0.697,17.4,13,30,0.633,19,0.8,28,"CONSOL Energy Center, Pittsburgh, Pennsylvania",RHODE-ISLAND,Rhode Island,67.8,Home,DUKE,Duke
2018-03-23-21-duke,48.0,12,3.3,1,109.5,61.1,22,0.529,51,0.49,25,0.333,17,0.647,11,14,200,103.2,40.7,11,19,65,11,4.8,3,0.255,13,0.308,4,52.4,33,0.55,20.4,15,38,0.553,21,0.622,23,"March 23, 2018",59.1,13,5.3,2,103.2,59.3,16,0.438,56,0.393,22,0.5,28,0.714,20,7,200,109.5,38.9,14,16,69,2,12.7,8,0.464,26,0.192,5,47.6,30,0.498,9.3,7,30,0.567,17,0.806,29,"CenturyLink Center, Omaha, Nebraska",SYRACUSE,Syracuse,62.7,Home,DUKE,Duke
2018-03-25-17-kansas,43.3,13,9.1,3,107.6,48.4,15,0.479,70,0.429,30,0.257,18,0.778,14,8,225,102.5,23.1,9,16,81,2,11.4,9,0.414,29,0.241,7,34.3,24,0.516,12.4,11,41,0.561,23,0.784,29,"March 25, 2018",66.7,20,7.3,3,102.5,76.9,30,0.529,69,0.435,30,0.217,15,0.8,12,7,225,107.6,51.6,16,14,85,1,6.3,5,0.522,36,0.361,13,65.7,46,0.558,18.4,17,33,0.515,17,0.816,31,"CenturyLink Center, Omaha, Nebraska",DUKE,Duke,70.1,Home,KANSAS,Kansas
2018-03-16-21-missouri,85.7,18,24.0,6,78.3,85.3,29,0.5,49,0.429,21,0.633,31,0.581,18,11,199,97.1,12.5,4,18,67,9,13.0,9,0.306,15,0.467,7,50.0,33,0.526,12.6,9,34,0.412,14,0.656,21,"March 16, 2018",50.0,8,11.8,4,97.1,87.5,28,0.408,49,0.327,16,0.429,21,0.667,14,13,199,78.3,14.7,5,21,54,8,7.2,5,0.49,24,0.333,8,50.0,33,0.458,20.5,15,25,0.32,8,0.606,20,"Bridgestone Arena, Nashville, Tennessee",MISSOURI,Missouri,69.2,Away,FLORIDA-STATE,Florida State
2018-03-18-20-xavier,29.2,7,11.1,4,98.6,67.7,21,0.509,55,0.436,24,0.4,22,0.864,19,11,200,105.6,31.0,9,23,75,9,14.1,10,0.418,23,0.348,8,50.0,30,0.573,17.8,14,32,0.5,16,0.667,22,"March 18, 2018",47.8,11,6.3,2,105.6,69.0,20,0.52,49,0.469,23,0.612,30,0.633,19,6,200,98.6,32.3,10,22,70,1,8.5,6,0.265,13,0.385,5,50.0,30,0.553,22.4,18,36,0.5,18,0.829,29,"Bridgestone Arena, Nashville, Tennessee",XAVIER,Xavier,70.9,Away,FLORIDA-STATE,Florida State
2018-03-22-22-gonzaga,70.4,19,23.1,9,83.3,73.7,28,0.517,58,0.466,27,0.379,22,0.682,15,11,200,104.2,21.2,7,22,75,9,11.1,8,0.345,20,0.3,6,49.3,35,0.548,14.0,11,38,0.553,21,0.676,23,"March 22, 2018",35.0,7,5.3,2,104.2,78.8,26,0.381,59,0.339,20,0.407,24,0.625,15,5,200,83.3,26.3,10,16,60,4,6.9,5,0.339,20,0.25,5,50.7,36,0.426,14.7,12,39,0.385,15,0.865,32,"Staples Center, Los Angeles, California",GONZAGA,Gonzaga,72.4,Away,FLORIDA-STATE,Florida State
2018-03-24-20-michigan,37.5,6,25.9,7,92.1,76.7,23,0.353,51,0.314,16,0.392,20,0.9,18,12,200,85.7,30.3,10,23,54,9,9.5,6,0.333,17,0.235,4,52.4,33,0.446,17.9,13,34,0.353,12,0.657,23,"March 24, 2018",42.1,8,11.8,4,85.7,69.7,23,0.429,49,0.388,19,0.49,24,0.667,16,7,200,92.1,23.3,7,16,58,3,9.5,6,0.449,22,0.182,4,47.6,30,0.48,14.4,10,27,0.556,15,0.821,32,"Staples Center, Los Angeles, California",FLORIDA-STATE,Florida State,63.5,Home,MICHIGAN,Michigan
2019-03-22-19-duke,33.3,7,4.3,2,118.1,76.5,26,0.431,58,0.362,21,0.241,14,0.857,12,16,200,86.1,9.4,3,17,62,16,1.4,1,0.5,29,0.276,8,43.9,29,0.48,14.6,11,29,0.448,13,0.543,19,"March 22, 2019",42.4,14,24.1,7,86.1,90.6,29,0.569,65,0.508,33,0.262,17,0.647,11,5,200,118.1,23.5,8,14,85,1,8.3,6,0.292,19,0.421,8,56.1,37,0.582,7.6,6,46,0.543,25,0.857,30,"The Colonial Life Arena, Columbia, South Carolina",NORTH-DAKOTA-STATE,North Dakota State,71.9,Home,DUKE,Duke
2019-03-24-17-duke,61.5,16,11.9,5,113.2,62.9,22,0.565,54,0.481,26,0.37,20,0.75,15,9,200,111.8,24.1,7,16,76,9,7.4,5,0.333,18,0.5,9,45.3,29,0.598,14.9,11,36,0.472,17,0.727,24,"March 24, 2019",50.0,15,8.3,3,111.8,75.9,22,0.522,67,0.448,30,0.179,12,0.583,7,5,200,113.2,37.1,13,18,77,1,11.8,8,0.373,25,0.4,10,54.7,35,0.53,10.0,8,42,0.476,20,0.861,31,"The Colonial Life Arena, Columbia, South Carolina",CENTRAL-FLORIDA,UCF,67.6,Home,DUKE,Duke
